P.s,Item,Cond,Antecedent,Consequent,Premise,Conclusion,CondType
25,14,4,498,272,339,189,DB
25,15,3,338,551,370,352,CB
25,16,2,608,389,465,197,AC
25,17,1,851,1518,405,350,MP
25,18,8,571,319,615,257,DF
25,19,7,408,608,273,332,CF
25,20,6,518,204,834,308,ACF
25,21,5,1575,523,735,549,MPF
25,22,4,551,402,358,223,DB
25,23,3,556,182,448,356,CB
25,24,2,694,760,333,420,AC
25,25,1,563,437,669,232,MP
25,26,8,657,140,720,306,DF
25,27,7,420,477,595,335,CF
25,28,6,931,939,724,185,ACF
25,29,5,393,332,599,222,MPF
25,30,4,332,769,365,421,DB
25,31,3,516,388,857,308,CB
25,32,2,671,860,396,365,AC
26,1,2,374,181,906,740,AC
26,2,1,326,1072,949,144,MP
26,3,8,352,1166,799,835,DF
26,4,7,362,555,3480,1034,CF
26,5,6,627,720,704,456,ACF
26,6,5,341,1613,447,591,MPF
26,7,4,420,1498,338,381,DB
26,8,3,346,528,675,236,CB
26,9,2,317,497,511,314,AC
26,10,1,364,1742,565,205,MP
26,11,8,468,585,432,906,DF
26,12,7,400,879,444,353,CF
26,13,6,1384,202,216,608,ACF
26,14,5,411,917,777,503,MPF
26,15,4,626,487,460,398,DB
26,16,3,368,794,625,280,CB
26,17,2,253,213,426,331,AC
26,18,1,577,106,372,690,MP
26,19,8,423,540,565,1274,DF
26,20,7,337,718,729,702,CF
26,21,6,535,149,965,254,ACF
26,22,5,712,888,777,438,MPF
26,23,4,989,865,181,310,DB
26,24,3,1068,1057,727,305,CB
26,25,2,444,1745,791,254,AC
26,26,1,692,199,503,456,MP
26,27,8,814,2203,1231,840,DF
26,28,7,310,704,828,220,CF
26,29,6,626,377,1188,376,ACF
26,30,5,305,608,670,316,MPF
26,31,4,836,1703,654,404,DB
26,32,3,576,461,720,529,CB
27,1,3,537,452,344,607,CB
27,2,2,519,984,334,554,AC
27,3,1,342,,208,386,MP
27,4,8,362,348,2203,875,DF
27,5,7,682,197,1475,1325,CF
27,6,6,354,179,979,482,ACF
27,7,5,1062,587,1144,345,MPF
27,8,4,1704,250,314,218,DB
27,9,3,1367,915,1166,579,CB
27,10,2,955,3002,324,585,AC
27,11,1,408,394,,387,MP
27,12,8,592,568,613,343,DF
27,13,7,1194,821,1375,420,CF
27,14,6,592,1858,2372,377,ACF
27,15,5,2062,582,,458,MPF
27,16,4,1502,424,125,598,DB
27,17,3,320,533,208,1089,CB
27,18,2,568,805,225,366,AC
27,19,1,563,2316,224,318,MP
27,20,8,584,388,465,645,DF
27,21,7,516,924,872,1625,CF
27,22,6,1598,247,521,869,ACF
27,23,5,974,728,272,989,MPF
27,24,4,546,868,1849,922,DB
27,25,3,750,1022,603,616,CB
27,26,2,1104,1004,796,724,AC
27,27,1,611,1645,649,331,MP
27,28,8,1611,466,2303,560,DF
27,29,7,414,786,209,851,CF
27,30,6,833,369,1695,418,ACF
27,31,5,643,1460,750,417,MPF
27,32,4,321,167,849,881,DB
28,1,4,1208,709,787,331,DB
28,2,3,835,703,346,434,CB
28,3,2,707,1431,687,304,AC
28,4,1,1443,168,401,133,MP
28,5,8,2489,175,399,784,DF
28,6,7,624,700,770,348,CF
28,7,6,1385,2007,597,325,ACF
28,8,5,2244,1591,1181,345,MPF
28,9,4,166,,,287,DB
28,10,3,1241,930,202,1083,CB
28,11,2,183,550,,695,AC
28,12,1,485,1523,277,448,MP
28,13,8,516,438,828,1737,DF
28,14,7,2097,897,509,358,CF
28,15,6,1538,1438,556,333,ACF
28,16,5,560,653,221,337,MPF
28,17,4,1609,1586,867,380,DB
28,18,3,1142,116,742,516,CB
28,19,2,526,579,457,269,AC
28,20,1,630,1913,726,402,MP
28,21,8,1070,1131,629,,DF
28,22,7,2036,1387,457,420,CF
28,23,6,856,1867,685,313,ACF
28,24,5,558,632,484,275,MPF
28,25,4,557,1336,730,363,DB
28,26,3,605,912,406,350,CB
28,27,2,416,145,557,301,AC
28,28,1,448,648,360,422,MP
28,29,8,950,1624,541,151,DF
28,30,7,1174,1746,464,385,CF
28,31,6,442,425,541,439,ACF
28,32,5,874,1242,138,1372,MPF
29,1,5,1474,894,231,262,MPF
29,2,4,888,1048,1294,855,DB
29,3,3,561,896,454,711,CB
29,4,2,584,1300,1375,893,AC
29,5,1,891,1087,1119,775,MP
29,6,8,429,234,154,571,DF
29,7,7,2341,1741,323,302,CF
29,8,6,373,1101,939,531,ACF
29,9,5,518,1847,882,564,MPF
29,10,4,1084,91,1082,945,DB
29,11,3,464,1681,384,684,CB
29,12,2,901,3211,939,665,AC
29,13,1,885,2184,3271,1087,MP
29,14,8,543,121,707,737,DF
29,15,7,1432,985,788,1118,CF
29,16,6,1185,2098,1523,1557,ACF
29,17,5,421,339,447,645,MPF
29,18,4,355,1107,384,788,DB
29,19,3,1594,2908,768,688,CB
29,20,2,656,1749,610,649,AC
29,21,1,200,2101,142,219,MP
29,22,8,554,186,635,546,DF
29,23,7,665,107,1140,470,CF
29,24,6,973,845,1214,244,ACF
29,25,5,755,1307,692,,MPF
29,26,4,833,1348,1316,538,DB
29,27,3,1383,299,1107,547,CB
29,28,2,697,1104,905,510,AC
29,29,1,786,745,574,828,MP
29,30,8,1211,773,274,514,DF
29,31,7,1127,798,801,1649,CF
29,32,6,1318,1345,819,619,ACF
30,1,6,905,741,1415,620,ACF
30,2,5,1228,929,1809,193,MPF
30,3,4,322,839,1762,612,DB
30,4,3,445,2007,1121,601,CB
30,5,2,555,509,690,316,AC
30,6,1,603,1457,1617,345,MP
30,7,8,800,1782,712,217,DF
30,8,7,752,1184,734,684,CF
30,9,6,580,586,639,1525,ACF
30,10,5,454,1122,736,981,MPF
30,11,4,656,945,595,610,DB
30,12,3,380,1176,590,1185,CB
30,13,2,1142,1516,851,,AC
30,14,1,779,1031,655,883,MP
30,15,8,518,411,1982,1438,DF
30,16,7,664,1182,1121,770,CF
30,17,6,385,1357,683,965,ACF
30,18,5,1348,1571,670,769,MPF
30,19,4,637,1331,538,1452,DB
30,20,3,285,1705,586,948,CB
30,21,2,552,1827,1360,436,AC
30,22,1,537,1803,481,356,MP
30,23,8,627,1821,1146,1173,DF
30,24,7,977,2053,883,1062,CF
30,25,6,829,1397,658,935,ACF
30,26,5,569,617,742,1198,MPF
30,27,4,374,939,1619,487,DB
30,28,3,582,1305,466,928,CB
30,29,2,411,1022,976,798,AC
30,30,1,679,1338,610,337,MP
30,31,8,441,1264,1471,727,DF
30,32,7,1091,3369,917,396,CF
31,1,7,846,785,568,292,CF
31,2,6,586,1010,618,394,ACF
31,3,5,776,615,469,187,MPF
31,4,4,794,1101,171,,DB
31,5,3,577,567,767,,CB
31,6,2,407,413,220,402,AC
31,7,1,899,483,542,529,MP
31,8,8,3912,508,982,369,DF
31,9,7,558,417,570,771,CF
31,10,6,999,849,410,173,ACF
31,11,5,1331,703,806,473,MPF
31,12,4,587,,203,200,DB
31,13,3,508,530,525,378,CB
31,14,2,864,725,596,386,AC
31,15,1,998,859,774,553,MP
31,16,8,499,555,911,364,DF
31,17,7,901,783,665,526,CF
31,18,6,548,547,765,375,ACF
31,19,5,694,631,448,633,MPF
31,20,4,772,578,684,188,DB
31,21,3,,170,516,333,CB
31,22,2,1335,800,557,304,AC
31,23,1,1004,541,165,84,MP
31,24,8,651,603,586,696,DF
31,25,7,935,959,659,346,CF
31,26,6,838,1012,533,165,ACF
31,27,5,1529,796,728,424,MPF
31,28,4,621,645,353,248,DB
31,29,3,929,1045,317,294,CB
31,30,2,853,1153,435,240,AC
31,31,1,919,606,361,574,MP
31,32,8,1414,985,880,354,DF
32,1,8,567,870,509,921,DF
32,2,7,1539,914,2118,1959,CF
32,3,6,1460,1233,898,1595,ACF
32,4,5,1669,1765,995,372,MPF
32,5,4,1952,1467,1010,641,DB
32,6,3,1489,1685,690,365,CB
32,7,2,1805,2592,190,955,AC
32,8,1,2148,847,639,647,MP
32,9,8,1110,1120,1952,294,DF
32,10,7,1591,901,837,656,CF
32,11,6,1605,998,3473,560,ACF
32,12,5,1768,933,1132,493,MPF
32,13,4,1493,1706,886,179,DB
32,14,3,1397,593,775,437,CB
32,15,2,2864,197,1140,995,AC
32,16,1,1463,255,620,342,MP
32,17,8,1454,2126,1697,750,DF
32,18,7,1856,1590,1201,299,CF
32,19,6,827,2254,944,524,ACF
32,20,5,1683,1152,4616,734,MPF
32,21,4,1147,1291,956,268,DB
32,22,3,1596,219,749,480,CB
32,23,2,1656,234,1430,782,AC
32,24,1,1125,1577,529,484,MP
32,25,8,1269,2152,1631,370,DF
32,26,7,1459,1103,767,516,CF
32,27,6,2647,2242,2392,917,ACF
32,28,5,1455,2021,3328,923,MPF
32,29,4,1445,250,813,407,DB
32,30,3,2093,1033,1321,256,CB
32,31,2,2461,1530,814,643,AC
32,32,1,2020,1658,675,1008,MP
33,1,1,541,828,582,443,MP
33,2,8,428,220,,428,DF
33,3,7,482,1035,929,303,CF
33,4,6,573,1561,984,429,ACF
33,5,5,348,120,248,,MPF
33,6,4,388,451,675,222,DB
33,7,3,448,388,1195,,CB
33,8,2,1696,546,663,408,AC
33,9,1,518,474,802,,MP
33,10,8,543,1200,723,265,DF
33,11,7,350,735,440,187,CF
33,12,6,622,1101,562,199,ACF
33,13,5,521,1137,676,257,MPF
33,14,4,990,200,192,575,DB
33,15,3,559,764,1097,154,CB
33,16,2,896,1836,891,,AC
33,17,1,1353,1142,585,259,MP
33,18,8,497,476,507,228,DF
33,19,7,351,859,287,422,CF
33,20,6,542,369,144,586,ACF
33,21,5,560,603,1336,,MPF
33,22,4,611,709,300,169,DB
33,23,3,319,529,320,468,CB
33,24,2,651,1567,778,389,AC
33,25,1,549,1409,648,,MP
33,26,8,657,700,123,,DF
33,27,7,920,968,936,699,CF
33,28,6,329,1044,639,355,ACF
33,29,5,589,1212,663,542,MPF
33,30,4,899,152,1017,91,DB
33,31,3,866,1467,622,346,CB
33,32,2,1145,1477,566,419,AC
34,1,2,329,327,,843,AC
34,2,1,579,813,,167,MP
34,3,8,503,227,304,166,DF
34,4,7,683,889,800,357,CF
34,5,6,679,575,424,234,ACF
34,6,5,802,916,463,746,MPF
34,7,4,607,508,126,525,DB
34,8,3,496,637,606,216,CB
34,9,2,851,1718,703,,AC
34,10,1,967,598,1037,733,MP
34,11,8,782,1082,657,387,DF
34,12,7,513,993,888,514,CF
34,13,6,842,,357,665,ACF
34,14,5,639,712,729,312,MPF
34,15,4,667,623,826,395,DB
34,16,3,522,,296,872,CB
34,17,2,586,286,385,559,AC
34,18,1,458,902,,508,MP
34,19,8,634,293,798,568,DF
34,20,7,400,726,892,416,CF
34,21,6,483,748,903,171,ACF
34,22,5,1049,681,612,503,MPF
34,23,4,593,616,266,386,DB
34,24,3,981,634,816,624,CB
34,25,2,563,165,1259,122,AC
34,26,1,387,391,438,215,MP
34,27,8,822,797,650,246,DF
34,28,7,638,417,681,642,CF
34,29,6,487,311,332,377,ACF
34,30,5,646,402,,921,MPF
34,31,4,912,1029,454,543,DB
34,32,3,496,440,796,262,CB
35,1,3,451,419,99,306,CB
35,2,2,425,373,87,399,AC
35,3,1,229,868,679,407,MP
35,4,8,132,832,1005,744,DF
35,5,7,115,,215,273,CF
35,6,6,1127,755,649,244,ACF
35,7,5,449,819,,178,MPF
35,8,4,134,199,200,181,DB
35,9,3,184,205,293,,CB
35,10,2,152,187,225,445,AC
35,11,1,221,316,538,229,MP
35,12,8,466,519,569,165,DF
35,13,7,643,1360,567,536,CF
35,14,6,111,490,535,278,ACF
35,15,5,670,500,734,287,MPF
35,16,4,249,127,497,330,DB
35,17,3,454,378,899,302,CB
35,18,2,179,1066,566,930,AC
35,19,1,155,412,400,471,MP
35,20,8,414,1427,576,386,DF
35,21,7,2361,1087,498,372,CF
35,22,6,160,161,364,690,ACF
35,23,5,708,668,223,333,MPF
35,24,4,329,177,633,411,DB
35,25,3,645,602,274,293,CB
35,26,2,196,576,601,352,AC
35,27,1,714,1739,333,277,MP
35,28,8,541,304,560,711,DF
35,29,7,382,499,188,823,CF
35,30,6,198,665,827,391,ACF
35,31,5,620,1113,630,214,MPF
35,32,4,111,215,375,235,DB
36,1,4,722,1447,1070,585,DB
36,2,3,650,601,1338,,CB
36,3,2,740,1293,979,210,AC
36,4,1,675,627,810,823,MP
36,5,8,318,879,555,,DF
36,6,7,1422,964,934,365,CF
36,7,6,726,1319,271,541,ACF
36,8,5,1403,1372,496,482,MPF
36,9,4,893,1306,711,231,DB
36,10,3,566,1055,450,164,CB
36,11,2,846,1027,1087,1189,AC
36,12,1,517,1328,548,480,MP
36,13,8,673,784,173,,DF
36,14,7,993,1918,2115,965,CF
36,15,6,1418,1230,2216,920,ACF
36,16,5,716,1616,1228,455,MPF
36,17,4,668,1052,1499,174,DB
36,18,3,756,1437,560,709,CB
36,19,2,1048,1290,1813,1128,AC
36,20,1,1462,1613,1208,1762,MP
36,21,8,1358,593,791,181,DF
36,22,7,972,1619,1265,497,CF
36,23,6,711,897,650,456,ACF
36,24,5,889,1177,547,942,MPF
36,25,4,462,,121,837,DB
36,26,3,918,1244,457,337,CB
36,27,2,916,951,1138,,AC
36,28,1,594,1967,506,454,MP
36,29,8,990,1953,1178,1412,DF
36,30,7,592,1073,1587,329,CF
36,31,6,802,937,709,263,ACF
36,32,5,991,1185,414,555,MPF
37,1,5,339,813,958,1778,MPF
37,2,4,397,477,691,486,DB
37,3,3,352,595,317,378,CB
37,4,2,1379,545,1005,665,AC
37,5,1,951,343,323,799,MP
37,6,8,887,277,537,350,DF
37,7,7,298,362,315,196,CF
37,8,6,431,398,649,259,ACF
37,9,5,402,372,737,818,MPF
37,10,4,551,412,367,809,DB
37,11,3,365,260,474,2028,CB
37,12,2,197,280,777,434,AC
37,13,1,609,633,275,315,MP
37,14,8,621,406,549,612,DF
37,15,7,821,1599,1164,362,CF
37,16,6,674,626,845,211,ACF
37,17,5,878,346,579,315,MPF
37,18,4,225,257,344,416,DB
37,19,3,531,383,764,622,CB
37,20,2,453,424,620,385,AC
37,21,1,234,393,554,346,MP
37,22,8,1284,799,419,169,DF
37,23,7,353,370,174,325,CF
37,24,6,411,1238,1054,777,ACF
37,25,5,672,1160,656,751,MPF
37,26,4,619,756,433,281,DB
37,27,3,924,2000,269,1352,CB
37,28,2,402,223,660,203,AC
37,29,1,286,,265,142,MP
37,30,8,894,1061,610,897,DF
37,31,7,661,875,1534,174,CF
37,32,6,808,890,2129,415,ACF
38,1,6,300,392,808,491,ACF
38,2,5,262,372,,143,MPF
38,3,4,146,610,641,280,DB
38,4,3,303,457,803,587,CB
38,5,2,505,153,572,453,AC
38,6,1,336,482,656,667,MP
38,7,8,389,621,631,1353,DF
38,8,7,169,456,844,276,CF
38,9,6,313,736,784,403,ACF
38,10,5,325,323,750,843,MPF
38,11,4,318,403,413,251,DB
38,12,3,136,894,297,1062,CB
38,13,2,149,575,163,421,AC
38,14,1,206,,89,364,MP
38,15,8,135,343,466,365,DF
38,16,7,148,586,563,338,CF
38,17,6,424,271,614,280,ACF
38,18,5,396,1230,626,612,MPF
38,19,4,417,687,476,254,DB
38,20,3,259,600,,181,CB
38,21,2,1117,,459,207,AC
38,22,1,322,461,577,431,MP
38,23,8,190,383,347,216,DF
38,24,7,977,486,406,251,CF
38,25,6,323,374,685,546,ACF
38,26,5,299,514,573,1111,MPF
38,27,4,146,332,868,639,DB
38,28,3,249,334,265,1131,CB
38,29,2,171,515,381,237,AC
38,30,1,436,993,1185,848,MP
38,31,8,143,499,568,969,DF
38,32,7,292,565,749,1033,CF
39,1,7,194,899,1378,427,CF
39,2,6,643,188,652,149,ACF
39,3,5,332,1046,557,718,MPF
39,4,4,237,594,410,122,DB
39,5,3,429,346,946,178,CB
39,6,2,1038,320,621,293,AC
39,7,1,955,287,587,159,MP
39,8,8,192,533,500,396,DF
39,9,7,473,1911,738,187,CF
39,10,6,777,640,504,350,ACF
39,11,5,417,788,637,379,MPF
39,12,4,375,1227,406,193,DB
39,13,3,269,884,,1029,CB
39,14,2,448,234,213,496,AC
39,15,1,578,274,448,634,MP
39,16,8,553,344,545,147,DF
39,17,7,478,900,623,409,CF
39,18,6,664,119,960,367,ACF
39,19,5,1027,1215,628,707,MPF
39,20,4,729,1288,422,229,DB
39,21,3,197,1626,453,548,CB
39,22,2,1164,740,699,524,AC
39,23,1,1081,716,208,143,MP
39,24,8,593,773,465,578,DF
39,25,7,432,144,249,115,CF
39,26,6,1136,486,1075,568,ACF
39,27,5,688,456,1919,475,MPF
39,28,4,583,251,809,216,DB
39,29,3,1724,686,375,329,CB
39,30,2,806,766,317,118,AC
39,31,1,580,1129,569,583,MP
39,32,8,795,682,856,588,DF
40,1,8,537,2571,1011,173,DF
40,2,7,650,793,750,506,CF
40,3,6,697,591,611,533,ACF
40,4,5,1149,679,279,388,MPF
40,5,4,345,704,423,229,DB
40,6,3,332,1296,436,531,CB
40,7,2,697,421,457,324,AC
40,8,1,500,469,412,371,MP
40,9,8,716,449,432,469,DF
40,10,7,1136,310,182,316,CF
40,11,6,780,609,644,431,ACF
40,12,5,486,524,627,757,MPF
40,13,4,343,178,317,354,DB
40,14,3,420,488,350,252,CB
40,15,2,792,847,1061,527,AC
40,16,1,1477,456,464,400,MP
40,17,8,1039,479,892,343,DF
40,18,7,357,583,666,901,CF
40,19,6,824,826,668,341,ACF
40,20,5,705,488,802,509,MPF
40,21,4,427,1177,532,630,DB
40,22,3,844,1357,539,358,CB
40,23,2,568,2053,506,703,AC
40,24,1,634,902,673,503,MP
40,25,8,817,195,486,541,DF
40,26,7,925,1268,759,254,CF
40,27,6,645,727,,364,ACF
40,28,5,1209,805,383,119,MPF
40,29,4,1011,524,460,635,DB
40,30,3,375,413,432,262,CB
40,31,2,809,1286,820,322,AC
40,32,1,560,346,410,456,MP
